,Unnamed: 0,wellName,MD,SW,PredictedSw,VSH,PredictedVSH,PHIF,PredictedPHIF
0,13971,15/9-F-11 B,3356.7,1.0,1.0399652,0.786,0.7804649,0.057,0.056473866
1,13972,15/9-F-11 B,3356.8,1.0,1.0313718,0.777,0.7716156,0.057,0.057756275
2,13973,15/9-F-11 B,3356.9,1.0,1.0170367,0.764,0.75732493,0.056,0.060515
3,13984,15/9-F-11 B,3358.0,1.0,1.0129955,0.763,0.7572504,0.06,0.06406285
4,13985,15/9-F-11 B,3358.1,1.0,1.0122533,0.763,0.7571157,0.061,0.064540446
5,13986,15/9-F-11 B,3358.2,1.0,1.0035532,0.757,0.75138617,0.062,0.06593636
6,13987,15/9-F-11 B,3358.3,1.0,1.0034056,0.76,0.7539466,0.062,0.066454664
7,13988,15/9-F-11 B,3358.4,1.0,1.0056957,0.761,0.7555197,0.061,0.06588769
8,13989,15/9-F-11 B,3358.5,1.0,1.0168918,0.771,0.7658202,0.059,0.06352739
9,13990,15/9-F-11 B,3358.6,1.0,1.0160364,0.767,0.7612634,0.061,0.06385574
10,13991,15/9-F-11 B,3358.7,1.0,1.0081592,0.755,0.7488357,0.065,0.06488955
11,13992,15/9-F-11 B,3358.8,1.0,0.99848366,0.741,0.73361844,0.066,0.06632957
12,13997,15/9-F-11 B,3359.3,1.0,1.0095005,0.75,0.74311715,0.063,0.06448662
13,13998,15/9-F-11 B,3359.4,1.0,1.0028821,0.745,0.7378293,0.061,0.065435976
14,13999,15/9-F-11 B,3359.5,1.0,1.0080495,0.751,0.74441713,0.059,0.06518458
15,14000,15/9-F-11 B,3359.6,1.0,0.997594,0.74,0.7328013,0.059,0.06770301
16,14001,15/9-F-11 B,3359.7,1.0,0.98291814,0.725,0.71646786,0.06,0.0701884
17,14002,15/9-F-11 B,3359.8,1.0,0.97475076,0.711,0.702029,0.06,0.0718054
18,14003,15/9-F-11 B,3359.9,1.0,0.97625434,0.713,0.7045597,0.061,0.071601555
19,14004,15/9-F-11 B,3360.0,1.0,0.9781383,0.711,0.7025822,0.061,0.07178256
20,14007,15/9-F-11 B,3360.3,1.0,1.0288978,0.77,0.7632166,0.053,0.06371558
21,14008,15/9-F-11 B,3360.4,1.0,1.0184828,0.757,0.75473523,0.05,0.06630306
22,14009,15/9-F-11 B,3360.5,1.0,0.9996604,0.745,0.73746914,0.047,0.07013644
23,14010,15/9-F-11 B,3360.6,1.0,1.0036169,0.752,0.7455574,0.045,0.07070619
24,14014,15/9-F-11 B,3361.0,1.0,0.9833605,0.746,0.74012077,0.056,0.07473391
25,14015,15/9-F-11 B,3361.1,1.0,0.99332166,0.754,0.7477093,0.056,0.072795644
26,14016,15/9-F-11 B,3361.2,1.0,0.99064326,0.747,0.7409414,0.055,0.07302348
27,14017,15/9-F-11 B,3361.3,1.0,0.9958283,0.75,0.7432631,0.055,0.0718939
28,14018,15/9-F-11 B,3361.4,1.0,0.99507666,0.752,0.7459021,0.056,0.07180035
29,14019,15/9-F-11 B,3361.5,1.0,0.9974035,0.757,0.7508116,0.057,0.070660114
30,14020,15/9-F-11 B,3361.6,1.0,1.0083308,0.767,0.7617224,0.058,0.06819619
31,14021,15/9-F-11 B,3361.7,1.0,0.99421704,0.753,0.74743104,0.061,0.07034661
32,14022,15/9-F-11 B,3361.8,1.0,1.0083773,0.769,0.7635729,0.063,0.068146124
33,14023,15/9-F-11 B,3361.9,1.0,1.0110695,0.77,0.76456904,0.063,0.06745081
34,14024,15/9-F-11 B,3362.0,1.0,1.0247538,0.779,0.7741713,0.062,0.065161765
35,14025,15/9-F-11 B,3362.1,1.0,1.0304658,0.787,0.78213227,0.061,0.06340803
36,14026,15/9-F-11 B,3362.2,1.0,1.0442413,0.799,0.7948751,0.058,0.060405612
37,14027,15/9-F-11 B,3362.3,1.0,1.0406859,0.796,0.79156756,0.056,0.0605554
38,14030,15/9-F-11 B,3362.6,1.0,1.076009,0.839,0.8361007,0.058,0.0554339
39,14031,15/9-F-11 B,3362.7,1.0,1.0579883,0.823,0.81995785,0.06,0.05993384
40,14038,15/9-F-11 B,3363.4,1.0,1.0162511,0.792,0.7882071,0.072,0.06436044
41,14045,15/9-F-11 B,3364.1,1.0,0.9712813,0.742,0.7362693,0.069,0.0727649
42,14046,15/9-F-11 B,3364.2,1.0,0.9557533,0.731,0.7257296,0.069,0.075460315
43,14047,15/9-F-11 B,3364.3,1.0,0.96131706,0.743,0.7376446,0.071,0.074999034
44,14048,15/9-F-11 B,3364.4,1.0,0.94541013,0.727,0.7214445,0.074,0.077910155
45,14049,15/9-F-11 B,3364.5,1.0,0.9634688,0.745,0.7402625,0.073,0.07409683
46,14050,15/9-F-11 B,3364.6,1.0,0.966225,0.743,0.7381494,0.07,0.07385039
47,14052,15/9-F-11 B,3364.8,1.0,0.98963976,0.764,0.759738,0.066,0.06908344
48,14053,15/9-F-11 B,3364.9,1.0,0.9869349,0.759,0.7537877,0.068,0.0696035
49,14056,15/9-F-11 B,3365.2,1.0,0.9716244,0.739,0.7331556,0.069,0.069966465
50,14057,15/9-F-11 B,3365.3,1.0,0.97072613,0.735,0.7285526,0.067,0.07032958
51,14058,15/9-F-11 B,3365.4,1.0,0.9709252,0.732,0.7259664,0.066,0.07025632
52,14059,15/9-F-11 B,3365.5,1.0,0.98125553,0.739,0.7330181,0.065,0.06882447
53,14061,15/9-F-11 B,3365.7,1.0,1.0486038,0.809,0.8055102,0.063,0.057322294
54,14080,15/9-F-11 B,3367.6,1.0,0.9705845,0.71,0.70113903,0.067,0.06469567
55,14081,15/9-F-11 B,3367.7,1.0,0.989434,0.721,0.71246123,0.061,0.060112357
56,14082,15/9-F-11 B,3367.8,1.0,0.98425364,0.702,0.6919786,0.053,0.059413195
57,14083,15/9-F-11 B,3367.9,1.0,0.9818051,0.692,0.6808626,0.045,0.058024943
58,14084,15/9-F-11 B,3368.0,1.0,1.0116595,0.733,0.724394,0.04,0.052590072
59,14085,15/9-F-11 B,3368.1,1.0,1.0253786,0.75,0.7417397,0.036,0.052235007
60,14086,15/9-F-11 B,3368.2,1.0,1.0121131,0.734,0.72475713,0.034,0.05613622
61,14087,15/9-F-11 B,3368.3,1.0,0.99214447,0.711,0.7011314,0.035,0.0604873
62,14088,15/9-F-11 B,3368.4,1.0,0.97587895,0.697,0.6862875,0.039,0.063584924
63,14089,15/9-F-11 B,3368.5,1.0,0.9693558,0.699,0.688944,0.047,0.06549686
64,14090,15/9-F-11 B,3368.6,1.0,0.9571066,0.697,0.68789446,0.055,0.068274245
65,14091,15/9-F-11 B,3368.7,1.0,0.9486456,0.697,0.68891686,0.06,0.07090795
66,14092,15/9-F-11 B,3368.8,1.0,0.93955994,0.694,0.6861783,0.061,0.07304917
67,14093,15/9-F-11 B,3368.9,1.0,0.96174526,0.725,0.7177673,0.06,0.070099086
68,14094,15/9-F-11 B,3369.0,1.0,0.9585911,0.723,0.71628064,0.059,0.07127972
69,14095,15/9-F-11 B,3369.1,1.0,0.9367695,0.698,0.6902639,0.061,0.07552706
70,14096,15/9-F-11 B,3369.2,1.0,0.94206977,0.71,0.7026151,0.065,0.074581385
71,14097,15/9-F-11 B,3369.3,1.0,0.9420452,0.711,0.70391214,0.07,0.074951574
72,14098,15/9-F-11 B,3369.4,1.0,0.9502727,0.722,0.7159426,0.072,0.07332344
73,14099,15/9-F-11 B,3369.5,1.0,0.9730356,0.746,0.7408387,0.072,0.06966698
74,14100,15/9-F-11 B,3369.6,1.0,0.97722447,0.745,0.7391948,0.069,0.06777626
75,14101,15/9-F-11 B,3369.7,1.0,1.0032724,0.764,0.7588221,0.067,0.06205462
76,14102,15/9-F-11 B,3369.8,1.0,1.0340121,0.795,0.7906348,0.064,0.05610636
77,14103,15/9-F-11 B,3369.9,1.0,1.0335478,0.792,0.78722405,0.061,0.054969013
78,14104,15/9-F-11 B,3370.0,1.0,1.015199,0.772,0.76645374,0.059,0.05748023
79,14105,15/9-F-11 B,3370.1,1.0,1.0175188,0.774,0.76850736,0.058,0.056277975
80,14106,15/9-F-11 B,3370.2,1.0,0.99398184,0.751,0.74434316,0.058,0.059545115
81,14107,15/9-F-11 B,3370.3,1.0,0.9886929,0.741,0.7341232,0.058,0.059633598
82,14108,15/9-F-11 B,3370.4,1.0,0.9778476,0.73,0.72292596,0.057,0.060764566
83,14109,15/9-F-11 B,3370.5,1.0,0.96194196,0.71,0.70172524,0.056,0.06281768
84,14110,15/9-F-11 B,3370.6,1.0,0.93828464,0.683,0.67388093,0.056,0.06610966
85,14111,15/9-F-11 B,3370.7,1.0,0.92424464,0.665,0.6545873,0.056,0.06844528
86,14112,15/9-F-11 B,3370.8,1.0,0.94904196,0.698,0.6893226,0.056,0.06402801
87,14113,15/9-F-11 B,3370.9,1.0,0.9572239,0.705,0.69683707,0.055,0.06299704
88,14114,15/9-F-11 B,3371.0,1.0,0.9633521,0.708,0.6998166,0.054,0.0629648
89,14115,15/9-F-11 B,3371.1,1.0,0.9583193,0.697,0.68787867,0.053,0.064006835
90,14116,15/9-F-11 B,3371.2,1.0,0.9621216,0.701,0.69146943,0.052,0.063602075
91,14117,15/9-F-11 B,3371.3,1.0,0.973382,0.714,0.70576376,0.052,0.06296715
92,14118,15/9-F-11 B,3371.4,1.0,0.9637308,0.708,0.69929254,0.052,0.06482871
93,14119,15/9-F-11 B,3371.5,1.0,0.97008276,0.72,0.7117691,0.052,0.06476982
94,14120,15/9-F-11 B,3371.6,1.0,0.96816516,0.72,0.71215177,0.051,0.06547469
95,14121,15/9-F-11 B,3371.7,1.0,0.969216,0.719,0.711222,0.051,0.0649541
96,14122,15/9-F-11 B,3371.8,1.0,0.998651,0.748,0.7417203,0.049,0.060242087
97,14123,15/9-F-11 B,3371.9,1.0,1.010986,0.753,0.74629027,0.048,0.05930096
98,14124,15/9-F-11 B,3372.0,1.0,0.9836581,0.718,0.70942795,0.047,0.06132987
99,14125,15/9-F-11 B,3372.1,1.0,0.9492518,0.674,0.6624192,0.046,0.066993445
100,14126,15/9-F-11 B,3372.2,1.0,0.94210637,0.666,0.65474975,0.046,0.068789124
101,14127,15/9-F-11 B,3372.3,1.0,0.94522,0.671,0.65962803,0.047,0.06804654
102,14128,15/9-F-11 B,3372.4,1.0,0.9425584,0.667,0.6557003,0.049,0.06877056
103,14129,15/9-F-11 B,3372.5,1.0,0.9300667,0.639,0.6255007,0.05,0.0708023
104,14130,15/9-F-11 B,3372.6,1.0,0.9463744,0.658,0.64555645,0.05,0.067117825
105,14131,15/9-F-11 B,3372.7,1.0,0.950711,0.66,0.64770913,0.047,0.066789165
106,14132,15/9-F-11 B,3372.8,1.0,0.94573593,0.645,0.630936,0.045,0.06829047
107,14133,15/9-F-11 B,3372.9,1.0,0.9362855,0.637,0.62333864,0.045,0.069567755
108,14134,15/9-F-11 B,3373.0,1.0,0.92806864,0.637,0.62363505,0.046,0.07137145
109,14135,15/9-F-11 B,3373.1,1.0,0.93244267,0.657,0.6456542,0.049,0.07073052
110,14136,15/9-F-11 B,3373.2,1.0,0.93557656,0.669,0.6584051,0.051,0.06964469
111,14137,15/9-F-11 B,3373.3,1.0,0.9341943,0.671,0.6602949,0.053,0.07052502
112,14138,15/9-F-11 B,3373.4,1.0,0.95052195,0.688,0.6782551,0.052,0.06772192
113,14139,15/9-F-11 B,3373.5,1.0,0.9636195,0.7,0.69072366,0.05,0.06573124
114,14140,15/9-F-11 B,3373.6,1.0,0.9522399,0.684,0.6734457,0.049,0.067400455
115,14141,15/9-F-11 B,3373.7,1.0,0.93379295,0.66,0.6482564,0.048,0.07060598
116,14142,15/9-F-11 B,3373.8,1.0,0.9295658,0.657,0.6452465,0.047,0.071488515
117,14143,15/9-F-11 B,3373.9,1.0,0.9549587,0.692,0.6823867,0.044,0.06715116
118,14144,15/9-F-11 B,3374.0,1.0,0.96154463,0.703,0.69413936,0.042,0.06580961
119,14145,15/9-F-11 B,3374.1,1.0,0.95782864,0.697,0.6876218,0.04,0.06584585
120,14146,15/9-F-11 B,3374.2,1.0,0.96245897,0.702,0.6932223,0.039,0.06545979
121,14147,15/9-F-11 B,3374.3,1.0,0.9885491,0.73,0.7220349,0.039,0.061177403
122,14148,15/9-F-11 B,3374.4,1.0,0.99181545,0.733,0.7254564,0.039,0.061107755
123,14149,15/9-F-11 B,3374.5,1.0,0.99465084,0.738,0.7299531,0.04,0.060329944
124,14150,15/9-F-11 B,3374.6,1.0,0.99945307,0.75,0.74316627,0.043,0.059805185
125,14151,15/9-F-11 B,3374.7,1.0,1.0051906,0.758,0.7519341,0.044,0.0591532
126,14154,15/9-F-11 B,3375.0,1.0,1.0069305,0.753,0.74638563,0.037,0.059418634
127,14155,15/9-F-11 B,3375.1,1.0,1.0108044,0.757,0.75052977,0.036,0.059277624
128,14156,15/9-F-11 B,3375.2,1.0,1.0144899,0.766,0.7599545,0.038,0.058611512
129,14157,15/9-F-11 B,3375.3,1.0,1.0071871,0.762,0.75649405,0.042,0.05955118
130,14158,15/9-F-11 B,3375.4,1.0,0.9975531,0.753,0.747324,0.047,0.061473906
131,14159,15/9-F-11 B,3375.5,1.0,1.0057255,0.766,0.760646,0.052,0.059945345
132,14160,15/9-F-11 B,3375.6,1.0,1.0171831,0.78,0.7747154,0.056,0.05860375
133,14161,15/9-F-11 B,3375.7,1.0,1.0070935,0.771,0.76600087,0.059,0.059871003
134,14162,15/9-F-11 B,3375.8,1.0,0.9841758,0.747,0.7413583,0.06,0.06411326
135,14163,15/9-F-11 B,3375.9,1.0,0.98340654,0.743,0.73714197,0.06,0.06416896
136,14164,15/9-F-11 B,3376.0,1.0,0.9735081,0.732,0.7257298,0.06,0.06618631
137,14165,15/9-F-11 B,3376.1,1.0,0.99784434,0.759,0.75359154,0.057,0.061872303
138,14166,15/9-F-11 B,3376.2,1.0,1.0085278,0.771,0.76533544,0.055,0.05953136
139,14167,15/9-F-11 B,3376.3,1.0,1.0086961,0.767,0.761553,0.054,0.05985865
140,14168,15/9-F-11 B,3376.4,1.0,1.0130804,0.772,0.76680195,0.055,0.058413133
141,14169,15/9-F-11 B,3376.5,1.0,0.98728144,0.747,0.740479,0.06,0.06232609
142,14170,15/9-F-11 B,3376.6,1.0,0.991066,0.755,0.749145,0.064,0.0619677
143,14171,15/9-F-11 B,3376.7,1.0,0.99680734,0.763,0.75827444,0.066,0.061956078
144,14172,15/9-F-11 B,3376.8,1.0,0.9794674,0.744,0.7385348,0.065,0.06551175
145,14173,15/9-F-11 B,3376.9,1.0,0.98425496,0.751,0.74549377,0.063,0.06436658
146,14174,15/9-F-11 B,3377.0,1.0,0.9613824,0.728,0.72171533,0.063,0.06756204
147,14175,15/9-F-11 B,3377.1,1.0,0.958107,0.723,0.7167358,0.065,0.06819458
148,14176,15/9-F-11 B,3377.2,1.0,0.9613347,0.726,0.7199835,0.068,0.06917815
149,14177,15/9-F-11 B,3377.3,1.0,0.96120954,0.723,0.71681285,0.071,0.06956908
150,14178,15/9-F-11 B,3377.4,1.0,0.99251187,0.757,0.7512771,0.073,0.064132065
151,14179,15/9-F-11 B,3377.5,1.0,0.99887335,0.762,0.7562789,0.07,0.061909974
152,14180,15/9-F-11 B,3377.6,1.0,0.9927319,0.747,0.7409756,0.064,0.063361645
153,14181,15/9-F-11 B,3377.7,1.0,0.984535,0.73,0.7228321,0.056,0.06460971
154,14182,15/9-F-11 B,3377.8,1.0,0.99110603,0.731,0.72315764,0.047,0.06385729
155,14183,15/9-F-11 B,3377.9,1.0,1.0051104,0.749,0.74226797,0.043,0.060269862
156,14184,15/9-F-11 B,3378.0,1.0,1.0120105,0.759,0.7524009,0.042,0.058242023
157,14185,15/9-F-11 B,3378.1,1.0,1.0148208,0.759,0.7518977,0.041,0.058045328
158,14186,15/9-F-11 B,3378.2,1.0,1.0104172,0.748,0.74001396,0.04,0.058433443
159,14187,15/9-F-11 B,3378.3,1.0,1.0124624,0.745,0.73713106,0.039,0.057274997
160,14188,15/9-F-11 B,3378.4,1.0,1.0020354,0.726,0.71719635,0.04,0.05860521
161,14189,15/9-F-11 B,3378.5,1.0,0.9975091,0.72,0.71068853,0.041,0.059069335
162,14190,15/9-F-11 B,3378.6,1.0,0.9970465,0.721,0.7117033,0.042,0.059296876
163,14191,15/9-F-11 B,3378.7,1.0,0.98159397,0.703,0.693223,0.041,0.062263787
164,14192,15/9-F-11 B,3378.8,1.0,0.99239326,0.718,0.7085756,0.04,0.060690016
165,14193,15/9-F-11 B,3378.9,1.0,0.9960042,0.72,0.7105766,0.039,0.059641615
166,14194,15/9-F-11 B,3379.0,1.0,0.996148,0.717,0.70766723,0.038,0.059693307
167,14195,15/9-F-11 B,3379.1,1.0,0.99967706,0.723,0.71365845,0.038,0.059137672
168,14196,15/9-F-11 B,3379.2,1.0,1.001376,0.725,0.716301,0.039,0.058946088
169,14197,15/9-F-11 B,3379.3,1.0,0.98372734,0.71,0.70018816,0.041,0.062487766
170,14198,15/9-F-11 B,3379.4,1.0,0.97966576,0.715,0.70659304,0.044,0.06388709
171,14199,15/9-F-11 B,3379.5,1.0,0.97543716,0.723,0.7151566,0.05,0.06573829
172,14200,15/9-F-11 B,3379.6,1.0,0.95999205,0.717,0.7094264,0.055,0.06843841
173,14201,15/9-F-11 B,3379.7,1.0,0.9755852,0.741,0.73501503,0.06,0.066408545
174,14202,15/9-F-11 B,3379.8,1.0,0.9892689,0.758,0.75295997,0.062,0.063518584
175,14203,15/9-F-11 B,3379.9,1.0,0.9888766,0.761,0.7557035,0.062,0.06333682
176,14204,15/9-F-11 B,3380.0,1.0,0.9811189,0.756,0.7508797,0.063,0.066133946
177,14205,15/9-F-11 B,3380.1,1.0,0.965137,0.741,0.73579144,0.064,0.06904879
178,14206,15/9-F-11 B,3380.2,1.0,0.93703294,0.711,0.70433956,0.065,0.07375157
179,14207,15/9-F-11 B,3380.3,1.0,0.93083256,0.709,0.7023361,0.065,0.072953165
180,14208,15/9-F-11 B,3380.4,1.0,0.9461242,0.722,0.7162651,0.066,0.06956908
181,14209,15/9-F-11 B,3380.5,1.0,0.94634616,0.724,0.71823215,0.067,0.069251806
182,14210,15/9-F-11 B,3380.6,1.0,0.92877066,0.706,0.69893044,0.067,0.0710444
183,14211,15/9-F-11 B,3380.7,1.0,0.9285837,0.705,0.6983418,0.067,0.071853474
184,14212,15/9-F-11 B,3380.8,1.0,0.92931855,0.709,0.70279056,0.065,0.070694596
185,14213,15/9-F-11 B,3380.9,1.0,0.9298531,0.714,0.7081177,0.062,0.06983222
186,14214,15/9-F-11 B,3381.0,1.0,0.89411724,0.677,0.6699842,0.062,0.07582617
187,14215,15/9-F-11 B,3381.1,1.0,0.89316255,0.678,0.6714225,0.064,0.074528724
188,14216,15/9-F-11 B,3381.2,1.0,0.8945335,0.684,0.67713463,0.067,0.072531626
189,14217,15/9-F-11 B,3381.3,1.0,0.8910628,0.685,0.6783176,0.069,0.07272431
190,14218,15/9-F-11 B,3381.4,1.0,0.89049876,0.689,0.6831652,0.071,0.07191828
191,14219,15/9-F-11 B,3381.5,1.0,0.88751984,0.69,0.6843738,0.074,0.07333848
192,14220,15/9-F-11 B,3381.6,1.0,0.8891598,0.691,0.6854516,0.075,0.07339898
193,14221,15/9-F-11 B,3381.7,1.0,0.90149677,0.702,0.6969886,0.074,0.0706152
194,14222,15/9-F-11 B,3381.8,1.0,0.93007505,0.725,0.7204422,0.069,0.06519014
195,14223,15/9-F-11 B,3381.9,1.0,0.9465741,0.737,0.7324911,0.063,0.0625163
196,14224,15/9-F-11 B,3382.0,1.0,0.9476398,0.737,0.73209655,0.06,0.06235279
197,14225,15/9-F-11 B,3382.1,1.0,0.9365413,0.723,0.7172971,0.06,0.0638662
198,14226,15/9-F-11 B,3382.2,1.0,0.92924434,0.707,0.70103335,0.061,0.06611577
199,14227,15/9-F-11 B,3382.3,1.0,0.91427237,0.687,0.6800239,0.062,0.06756067
200,14228,15/9-F-11 B,3382.4,1.0,0.9239539,0.695,0.6881653,0.061,0.06566635
201,14229,15/9-F-11 B,3382.5,1.0,0.9276157,0.691,0.68359417,0.059,0.06494142
202,14230,15/9-F-11 B,3382.6,1.0,0.9548969,0.715,0.7073157,0.054,0.060638115
203,14231,15/9-F-11 B,3382.7,1.0,0.978901,0.726,0.71854866,0.047,0.057698235
204,14232,15/9-F-11 B,3382.8,1.0,1.0162294,0.758,0.75097716,0.041,0.0517904
205,14233,15/9-F-11 B,3382.9,1.0,1.0387654,0.784,0.77842236,0.038,0.047395527
206,14256,15/9-F-11 B,3385.2,1.0,0.9892428,0.754,0.7482747,0.048,0.0672545
207,14257,15/9-F-11 B,3385.3,1.0,0.9890547,0.752,0.7465445,0.049,0.06703955
208,14258,15/9-F-11 B,3385.4,1.0,0.97429323,0.736,0.72948796,0.051,0.0696073
209,14259,15/9-F-11 B,3385.5,1.0,0.9681828,0.725,0.7183329,0.051,0.07036078
210,14260,15/9-F-11 B,3385.6,1.0,0.96470916,0.716,0.70824265,0.05,0.070777416
211,14261,15/9-F-11 B,3385.7,1.0,0.9563277,0.696,0.6870227,0.047,0.07126862
212,14262,15/9-F-11 B,3385.8,1.0,0.9649633,0.702,0.6929302,0.044,0.06958583
213,14263,15/9-F-11 B,3385.9,1.0,0.96799135,0.694,0.6839509,0.038,0.06833428
214,14264,15/9-F-11 B,3386.0,1.0,0.98996127,0.715,0.7056021,0.028,0.06440587
215,14265,15/9-F-11 B,3386.1,1.0,0.9886942,0.703,0.69257414,0.02,0.063378215
216,14266,15/9-F-11 B,3386.2,1.0,0.98432493,0.698,0.68668157,0.02,0.06415619
217,14267,15/9-F-11 B,3386.3,1.0,0.98527396,0.707,0.6971772,0.02,0.06420615
218,14268,15/9-F-11 B,3386.4,1.0,0.9766946,0.707,0.6974113,0.031,0.06612016
219,14269,15/9-F-11 B,3386.5,1.0,0.9641597,0.701,0.691643,0.038,0.06875223
220,14270,15/9-F-11 B,3386.6,1.0,0.95442474,0.677,0.66602236,0.038,0.069134325
221,14271,15/9-F-11 B,3386.7,1.0,0.9442606,0.672,0.66097987,0.033,0.07216072
222,14272,15/9-F-11 B,3386.8,1.0,0.96227574,0.688,0.6767138,0.027,0.06877041
223,14273,15/9-F-11 B,3386.9,1.0,0.9588611,0.668,0.6550073,0.022,0.070990354
224,14274,15/9-F-11 B,3387.0,1.0,0.9591917,0.672,0.65984863,0.022,0.07015851
225,14275,15/9-F-11 B,3387.1,1.0,0.97114205,0.697,0.68716776,0.024,0.06764194
226,14276,15/9-F-11 B,3387.2,1.0,0.9586623,0.692,0.68177354,0.024,0.06947231
227,14277,15/9-F-11 B,3387.3,1.0,0.9792373,0.711,0.7020043,0.02,0.06697434
228,14280,15/9-F-11 B,3387.6,1.0,0.973346,0.688,0.67696136,0.02,0.07361671
229,14281,15/9-F-11 B,3387.7,1.0,0.9896208,0.693,0.68063563,0.022,0.07917589
230,14282,15/9-F-11 B,3387.8,1.0,0.9842732,0.694,0.6821138,0.026,0.078474134
231,14283,15/9-F-11 B,3387.9,1.0,0.9770403,0.703,0.6925094,0.027,0.073411316
232,14284,15/9-F-11 B,3388.0,1.0,0.98149085,0.712,0.70299625,0.03,0.07236977
233,14285,15/9-F-11 B,3388.1,1.0,0.9906316,0.732,0.7233789,0.035,0.0716947
234,14286,15/9-F-11 B,3388.2,1.0,0.9850652,0.73,0.72170186,0.04,0.07502797
235,14287,15/9-F-11 B,3388.3,1.0,0.9706572,0.723,0.71521777,0.043,0.07883851
236,14288,15/9-F-11 B,3388.4,1.0,0.9677353,0.733,0.7263176,0.044,0.07769096
237,14289,15/9-F-11 B,3388.5,1.0,0.96003056,0.733,0.72724724,0.044,0.075814545
238,14296,15/9-F-11 B,3389.2,1.0,1.0365845,0.812,0.8086555,0.072,0.060308933
239,14297,15/9-F-11 B,3389.3,1.0,1.0371215,0.811,0.80760753,0.072,0.060116187
240,14298,15/9-F-11 B,3389.4,1.0,1.0174329,0.79,0.78622854,0.072,0.06338665
241,14299,15/9-F-11 B,3389.5,1.0,1.019328,0.793,0.78912294,0.072,0.063528284
242,14300,15/9-F-11 B,3389.6,1.0,1.018554,0.795,0.79172206,0.073,0.06430365
243,14303,15/9-F-11 B,3389.9,1.0,1.0347553,0.808,0.80477095,0.068,0.061795563
244,14304,15/9-F-11 B,3390.0,1.0,1.0581895,0.826,0.8232106,0.064,0.057842225
245,14305,15/9-F-11 B,3390.1,1.0,1.0694759,0.831,0.8277108,0.056,0.055925176
246,14311,15/9-F-11 B,3390.7,1.0,1.0148287,0.769,0.76264805,0.044,0.0663476
247,14312,15/9-F-11 B,3390.8,1.0,0.98888886,0.738,0.7301984,0.049,0.0708659
248,14313,15/9-F-11 B,3390.9,1.0,0.97831154,0.724,0.7162207,0.054,0.072766006
249,14314,15/9-F-11 B,3391.0,1.0,0.9498906,0.691,0.68140495,0.058,0.077847004
250,14315,15/9-F-11 B,3391.1,1.0,0.9259691,0.668,0.65755093,0.063,0.08237493
251,14316,15/9-F-11 B,3391.2,1.0,0.9361917,0.687,0.67806125,0.067,0.08154799
252,14317,15/9-F-11 B,3391.3,1.0,0.910619,0.66,0.6496136,0.068,0.088446975
253,14318,15/9-F-11 B,3391.4,1.0,0.879337,0.623,0.6107681,0.066,0.095394656
254,14319,15/9-F-11 B,3391.5,1.0,0.8601448,0.594,0.5802722,0.063,0.09927304
255,14320,15/9-F-11 B,3391.6,1.0,0.8704354,0.595,0.580081,0.062,0.09784083
256,14321,15/9-F-11 B,3391.7,1.0,0.8832507,0.602,0.5873519,0.062,0.0948648
257,14322,15/9-F-11 B,3391.8,1.0,0.87891054,0.589,0.5728523,0.062,0.095405236
258,14323,15/9-F-11 B,3391.9,1.0,0.8740189,0.565,0.5473746,0.062,0.09615725
259,14324,15/9-F-11 B,3392.0,1.0,0.8760004,0.57,0.5523746,0.06,0.095672265
260,14325,15/9-F-11 B,3392.1,1.0,0.8661331,0.56,0.5417943,0.06,0.097573504
261,14326,15/9-F-11 B,3392.2,1.0,0.85984975,0.553,0.5347411,0.06,0.10009527
262,14327,15/9-F-11 B,3392.3,1.0,0.85751235,0.55,0.5318851,0.059,0.10134291
263,14328,15/9-F-11 B,3392.4,1.0,0.8691151,0.568,0.5501472,0.058,0.09911391
264,14334,15/9-F-11 B,3393.0,1.0,0.85959023,0.579,0.563926,0.066,0.100103974
265,14335,15/9-F-11 B,3393.1,1.0,0.8501854,0.581,0.56673366,0.07,0.102752276
266,14336,15/9-F-11 B,3393.2,1.0,0.8355806,0.577,0.5626496,0.074,0.10698459
267,14337,15/9-F-11 B,3393.3,1.0,0.8167342,0.564,0.54940605,0.075,0.11202009
268,14338,15/9-F-11 B,3393.4,1.0,0.80320466,0.555,0.5407543,0.074,0.1155587
269,14344,15/9-F-11 B,3394.0,1.0,0.84396607,0.542,0.5224525,0.039,0.10918793
270,14356,15/9-F-11 B,3395.2,1.0,0.7535306,0.493,0.47363642,0.083,0.13102372
271,14357,15/9-F-11 B,3395.3,1.0,0.7464745,0.485,0.464666,0.086,0.13426019
272,14358,15/9-F-11 B,3395.4,1.0,0.73424256,0.473,0.45200744,0.089,0.13841894
273,14359,15/9-F-11 B,3395.5,1.0,0.7346872,0.464,0.44211313,0.091,0.13786879
274,14360,15/9-F-11 B,3395.6,1.0,0.74868023,0.454,0.43026975,0.089,0.13313955
275,14361,15/9-F-11 B,3395.7,1.0,0.766678,0.453,0.42799738,0.083,0.12834719
276,14363,15/9-F-11 B,3395.9,1.0,0.78607285,0.427,0.39877975,0.071,0.123935774
277,14364,15/9-F-11 B,3396.0,1.0,0.8138108,0.418,0.38738462,0.069,0.11588634
278,14365,15/9-F-11 B,3396.1,1.0,0.8285366,0.42,0.38890457,0.069,0.11075385
