,Unnamed: 0,wellName,MD,SW,PredictedSw,VSH,PredictedVSH,PHIF,PredictedPHIF
1132,15753,15/9-F-11 B,3534.9,0.494,0.55122066,0.166,0.15834305,0.256,0.20458628
1133,15754,15/9-F-11 B,3535.0,0.488,0.54823375,0.167,0.1596492,0.257,0.20490213
1134,15755,15/9-F-11 B,3535.1,0.487,0.53718233,0.166,0.15935972,0.259,0.20817932
1135,15756,15/9-F-11 B,3535.2,0.481,0.5297818,0.167,0.15905397,0.26,0.21078245
1136,15757,15/9-F-11 B,3535.3,0.48,0.5078069,0.159,0.15184979,0.262,0.2173081
1137,15758,15/9-F-11 B,3535.4,0.475,0.5039511,0.159,0.15236425,0.263,0.21862829
1138,15759,15/9-F-11 B,3535.5,0.478,0.5080856,0.162,0.15512794,0.263,0.21680586
1139,15760,15/9-F-11 B,3535.6,0.482,0.51542854,0.169,0.16136187,0.262,0.21368441
1140,15761,15/9-F-11 B,3535.7,0.484,0.52382356,0.177,0.16863938,0.262,0.21053779
1141,15762,15/9-F-11 B,3535.8,0.483,0.5224269,0.173,0.16529845,0.26,0.2104412
1142,15763,15/9-F-11 B,3535.9,0.485,0.5112845,0.16,0.15292086,0.259,0.21342483
1143,15764,15/9-F-11 B,3536.0,0.489,0.49864995,0.149,0.14308241,0.257,0.21561716
1144,15765,15/9-F-11 B,3536.1,0.493,0.51770496,0.157,0.1506014,0.255,0.20922358
1145,15766,15/9-F-11 B,3536.2,0.493,0.5070789,0.148,0.14222564,0.254,0.21165958
1146,15767,15/9-F-11 B,3536.3,0.499,0.5111398,0.15,0.1443968,0.254,0.21020344
1147,15768,15/9-F-11 B,3536.4,0.5,0.5075484,0.149,0.14327991,0.254,0.21162267
1148,15769,15/9-F-11 B,3536.5,0.501,0.5046288,0.15,0.1442331,0.254,0.21261664
1149,15770,15/9-F-11 B,3536.6,0.504,0.5154317,0.16,0.15327533,0.254,0.20954445
1150,15771,15/9-F-11 B,3536.7,0.505,0.52141064,0.163,0.15581967,0.253,0.20673832
1151,15772,15/9-F-11 B,3536.8,0.501,0.51424855,0.161,0.15424375,0.254,0.20952398
1152,15773,15/9-F-11 B,3536.9,0.497,0.5111484,0.163,0.15550858,0.255,0.20957586
1153,15774,15/9-F-11 B,3537.0,0.498,0.5200456,0.167,0.15908663,0.254,0.20585962
1154,15775,15/9-F-11 B,3537.1,0.496,0.52168655,0.183,0.17439674,0.256,0.20449848
1155,15776,15/9-F-11 B,3537.2,0.495,0.52107245,0.183,0.17411005,0.256,0.20437072
1156,15777,15/9-F-11 B,3537.3,0.499,0.5211644,0.179,0.17023785,0.256,0.20468295
1157,15778,15/9-F-11 B,3537.4,0.499,0.51898986,0.182,0.17326008,0.256,0.20532036
1158,15779,15/9-F-11 B,3537.5,0.499,0.5193763,0.189,0.18023853,0.256,0.20475754
1159,15780,15/9-F-11 B,3537.6,0.498,0.51210696,0.191,0.18192324,0.256,0.20617539
1160,15781,15/9-F-11 B,3537.7,0.497,0.5142045,0.186,0.1776716,0.255,0.20472734
1161,15782,15/9-F-11 B,3537.8,0.498,0.5159019,0.187,0.17825355,0.254,0.20262331
1162,15783,15/9-F-11 B,3537.9,0.501,0.52657753,0.19,0.18086137,0.253,0.19812964
1163,15784,15/9-F-11 B,3538.0,0.499,0.51586145,0.194,0.18499179,0.254,0.20055273
1164,15785,15/9-F-11 B,3538.1,0.5,0.50700295,0.174,0.16602086,0.254,0.2045491
1165,15786,15/9-F-11 B,3538.2,0.493,0.4888823,0.16,0.15317525,0.254,0.20927773
1166,15787,15/9-F-11 B,3538.3,0.507,0.49687988,0.179,0.17069308,0.253,0.2057871
1167,15788,15/9-F-11 B,3538.4,0.497,0.49483013,0.185,0.17727582,0.253,0.20597306
1168,15789,15/9-F-11 B,3538.5,0.492,0.4812134,0.203,0.19520949,0.252,0.20836931
1169,15790,15/9-F-11 B,3538.6,0.45,0.43776345,0.217,0.21083234,0.25,0.21469438
1170,15791,15/9-F-11 B,3538.7,0.43,0.43300974,0.243,0.23741244,0.246,0.21308963
1171,15792,15/9-F-11 B,3538.8,0.407,0.44228476,0.255,0.25067163,0.24,0.20726478
1172,15793,15/9-F-11 B,3538.9,0.392,0.4309234,0.26,0.2559231,0.234,0.20417
1173,15794,15/9-F-11 B,3539.0,0.379,0.421273,0.271,0.26843762,0.231,0.20305833
1174,15795,15/9-F-11 B,3539.1,0.366,0.40042722,0.29,0.28922,0.229,0.20452121
1175,15796,15/9-F-11 B,3539.2,0.361,0.394656,0.289,0.28869182,0.228,0.20515528
1176,15797,15/9-F-11 B,3539.3,0.349,0.37604108,0.288,0.28841355,0.227,0.20834753
1177,15798,15/9-F-11 B,3539.4,0.336,0.3729805,0.288,0.28873086,0.227,0.20864686
1178,15799,15/9-F-11 B,3539.5,0.318,0.34983146,0.29,0.29127815,0.225,0.20985664
1179,15800,15/9-F-11 B,3539.6,0.302,0.33920804,0.289,0.2910589,0.223,0.20889564
1180,15801,15/9-F-11 B,3539.7,0.304,0.34097046,0.289,0.29059574,0.22,0.20695384
1181,15802,15/9-F-11 B,3539.8,0.314,0.35671842,0.304,0.3067764,0.218,0.20216124
1182,15803,15/9-F-11 B,3539.9,0.31,0.35553014,0.313,0.3161069,0.216,0.20055003
1183,15804,15/9-F-11 B,3540.0,0.332,0.37901348,0.316,0.31883886,0.211,0.19558898
1184,15805,15/9-F-11 B,3540.1,0.36,0.41174155,0.311,0.31140956,0.203,0.18873164
1185,15806,15/9-F-11 B,3540.2,0.379,0.44366676,0.308,0.3076499,0.195,0.18094525
1186,15807,15/9-F-11 B,3540.3,0.384,0.44430637,0.315,0.31488925,0.19,0.17855996
1187,15808,15/9-F-11 B,3540.4,0.376,0.46877468,0.341,0.34214047,0.185,0.1707899
1188,15809,15/9-F-11 B,3540.5,0.376,0.49113572,0.373,0.37806746,0.183,0.15977967
1189,15810,15/9-F-11 B,3540.6,0.385,0.51486725,0.392,0.39808598,0.181,0.15107916
1190,15811,15/9-F-11 B,3540.7,0.391,0.51859117,0.387,0.39172235,0.177,0.15030622
1191,15812,15/9-F-11 B,3540.8,0.405,0.5477431,0.403,0.4097449,0.174,0.14152929
1192,15813,15/9-F-11 B,3540.9,0.404,0.52950495,0.387,0.3912083,0.173,0.14852539
1193,15814,15/9-F-11 B,3541.0,0.4,0.5038284,0.367,0.37011427,0.175,0.15794551
1194,15815,15/9-F-11 B,3541.1,0.388,0.49529946,0.372,0.37639984,0.177,0.15794961
1195,15816,15/9-F-11 B,3541.2,0.382,0.4716941,0.354,0.35670713,0.177,0.16528842
1196,15817,15/9-F-11 B,3541.3,0.375,0.47593307,0.361,0.363955,0.178,0.16317031
1197,15818,15/9-F-11 B,3541.4,0.375,0.4670043,0.356,0.3587009,0.176,0.16499548
1198,15819,15/9-F-11 B,3541.5,0.374,0.4661767,0.356,0.3593888,0.175,0.16430682
1199,15820,15/9-F-11 B,3541.6,0.371,0.47098404,0.364,0.3675178,0.174,0.16099787
1200,15821,15/9-F-11 B,3541.7,0.368,0.45506197,0.352,0.35455003,0.173,0.164731
1201,15822,15/9-F-11 B,3541.8,0.359,0.44346946,0.338,0.33990315,0.172,0.16693872
1202,15823,15/9-F-11 B,3541.9,0.361,0.43951494,0.329,0.3302321,0.17,0.16717093
1203,15824,15/9-F-11 B,3542.0,0.353,0.43424174,0.326,0.3271049,0.169,0.16799699
1204,15825,15/9-F-11 B,3542.1,0.35,0.42819268,0.318,0.31831786,0.166,0.16827713
1205,15826,15/9-F-11 B,3542.2,0.343,0.42012444,0.321,0.3218679,0.166,0.16974162
1206,15827,15/9-F-11 B,3542.3,0.342,0.4113909,0.327,0.328415,0.166,0.17119788
1207,15828,15/9-F-11 B,3542.4,0.342,0.41170126,0.336,0.33843186,0.166,0.17023186
1208,15829,15/9-F-11 B,3542.5,0.339,0.4083907,0.33,0.33239183,0.164,0.17002028
1209,15830,15/9-F-11 B,3542.6,0.34,0.41323155,0.326,0.32816976,0.163,0.16766179
1210,15831,15/9-F-11 B,3542.7,0.338,0.40606564,0.327,0.32861978,0.163,0.1688968
1211,15832,15/9-F-11 B,3542.8,0.34,0.4125405,0.336,0.33800343,0.162,0.16531333
1212,15833,15/9-F-11 B,3542.9,0.341,0.4190516,0.352,0.35603103,0.163,0.16278546
1213,15834,15/9-F-11 B,3543.0,0.339,0.41239125,0.35,0.35430667,0.164,0.1643963
1214,15835,15/9-F-11 B,3543.1,0.337,0.39542478,0.338,0.34172347,0.164,0.16892093
1215,15836,15/9-F-11 B,3543.2,0.34,0.39536238,0.344,0.34800616,0.164,0.1696232
1216,15837,15/9-F-11 B,3543.3,0.343,0.39278948,0.347,0.35086334,0.165,0.17057717
1217,15838,15/9-F-11 B,3543.4,0.344,0.38921967,0.341,0.34438547,0.164,0.1726323
1218,15839,15/9-F-11 B,3543.5,0.349,0.39538044,0.349,0.35333845,0.164,0.17021528
1219,15840,15/9-F-11 B,3543.6,0.354,0.4036831,0.353,0.3577356,0.163,0.16860819
1220,15841,15/9-F-11 B,3543.7,0.356,0.39946437,0.349,0.35273483,0.162,0.16901144
1221,15842,15/9-F-11 B,3543.8,0.354,0.39734107,0.347,0.35115567,0.163,0.17018288
1222,15843,15/9-F-11 B,3543.9,0.349,0.3914853,0.347,0.35175338,0.166,0.17224635
1223,15844,15/9-F-11 B,3544.0,0.346,0.39236805,0.355,0.3601977,0.169,0.17226423
1224,15845,15/9-F-11 B,3544.1,0.344,0.38387254,0.348,0.35238835,0.169,0.17474648
1225,15846,15/9-F-11 B,3544.2,0.347,0.4044616,0.365,0.3706823,0.17,0.16944748
1226,15847,15/9-F-11 B,3544.3,0.426,0.42658025,0.381,0.38726225,0.136,0.16358027
1227,15848,15/9-F-11 B,3544.4,0.44,0.42515144,0.379,0.38522747,0.131,0.16491547
1228,15849,15/9-F-11 B,3544.5,0.456,0.43734062,0.384,0.39097896,0.127,0.16156457
1229,15850,15/9-F-11 B,3544.6,0.469,0.43595487,0.379,0.38481507,0.121,0.16237156
1230,15851,15/9-F-11 B,3544.7,0.484,0.44495332,0.378,0.3838771,0.116,0.15959367
1231,15852,15/9-F-11 B,3544.8,0.505,0.48646033,0.405,0.41214103,0.112,0.14588313
1232,15853,15/9-F-11 B,3544.9,0.522,0.51385486,0.423,0.43227896,0.108,0.13693824
1233,15854,15/9-F-11 B,3545.0,0.535,0.49732625,0.41,0.41857693,0.105,0.14303185
1234,15855,15/9-F-11 B,3545.1,0.553,0.5206182,0.426,0.43619713,0.101,0.13642496
1235,15856,15/9-F-11 B,3545.2,0.59,0.54247594,0.437,0.44832957,0.098,0.1310883
1236,15857,15/9-F-11 B,3545.3,0.629,0.5537373,0.441,0.45216593,0.094,0.12856175
1237,15858,15/9-F-11 B,3545.4,0.656,0.57376575,0.45,0.4620342,0.091,0.122542776
1238,15859,15/9-F-11 B,3545.5,0.667,0.58378243,0.451,0.46305737,0.088,0.11824082
1239,15860,15/9-F-11 B,3545.6,0.68,0.5850018,0.449,0.46057042,0.086,0.117622614
1240,15861,15/9-F-11 B,3545.7,0.707,0.60291845,0.461,0.4742107,0.083,0.11135411
1241,15862,15/9-F-11 B,3545.8,0.728,0.6083161,0.462,0.4746084,0.079,0.10998937
1242,15863,15/9-F-11 B,3545.9,0.779,0.64421654,0.483,0.49801883,0.075,0.09833009
1243,15864,15/9-F-11 B,3546.0,0.807,0.65364337,0.484,0.4997656,0.074,0.09599407
1244,15865,15/9-F-11 B,3546.1,0.811,0.6564311,0.482,0.496622,0.075,0.09578551
1245,15866,15/9-F-11 B,3546.2,0.795,0.6719548,0.495,0.5111016,0.077,0.09000319
1246,15867,15/9-F-11 B,3546.3,0.791,0.6623881,0.494,0.51080465,0.079,0.09469728
1247,15868,15/9-F-11 B,3546.4,0.803,0.6638083,0.499,0.5171726,0.08,0.09535749
1248,15869,15/9-F-11 B,3546.5,0.797,0.6818857,0.513,0.5321981,0.083,0.08967325
1249,15870,15/9-F-11 B,3546.6,0.763,0.689117,0.522,0.5428758,0.087,0.08622573
1250,15871,15/9-F-11 B,3546.7,0.711,0.7138519,0.544,0.567688,0.094,0.078157574
1251,15872,15/9-F-11 B,3546.8,0.661,0.7048017,0.543,0.56722516,0.1,0.07876769
1252,15873,15/9-F-11 B,3546.9,0.621,0.64182025,0.504,0.52320355,0.103,0.09508811
1253,15874,15/9-F-11 B,3547.0,0.614,0.6554153,0.513,0.5339856,0.103,0.0891885
1254,15875,15/9-F-11 B,3547.1,0.612,0.66540736,0.521,0.54253685,0.103,0.08599354
1255,15876,15/9-F-11 B,3547.2,0.61,0.66971755,0.53,0.55278856,0.104,0.0838487
1256,15877,15/9-F-11 B,3547.3,0.597,0.67624867,0.541,0.5652327,0.107,0.08247025
1257,15878,15/9-F-11 B,3547.4,0.584,0.66290605,0.531,0.55479026,0.11,0.08618961
1258,15879,15/9-F-11 B,3547.5,0.564,0.61638,0.502,0.52214843,0.113,0.09902738
1259,15880,15/9-F-11 B,3547.6,0.56,0.6009221,0.492,0.51140255,0.116,0.10357216
1260,15881,15/9-F-11 B,3547.7,0.536,0.6121912,0.505,0.5256617,0.119,0.09794071
1261,15882,15/9-F-11 B,3547.8,0.519,0.59768677,0.499,0.5194639,0.123,0.101404995
1262,15883,15/9-F-11 B,3547.9,0.507,0.6256188,0.519,0.5412183,0.126,0.09305756
1263,15884,15/9-F-11 B,3548.0,0.508,0.59194887,0.503,0.5245577,0.128,0.10431195
1264,15885,15/9-F-11 B,3548.1,0.503,0.5588692,0.477,0.49532828,0.13,0.11498755
1265,15886,15/9-F-11 B,3548.2,0.49,0.5059302,0.446,0.46026018,0.133,0.13326728
1266,15887,15/9-F-11 B,3548.3,0.471,0.48327827,0.436,0.44892496,0.137,0.1413747
1267,15888,15/9-F-11 B,3548.4,0.391,0.50870055,0.457,0.47354886,0.176,0.13221893
1268,15889,15/9-F-11 B,3548.5,0.386,0.5121858,0.462,0.47894552,0.179,0.1307823
1269,15890,15/9-F-11 B,3548.6,0.386,0.52320206,0.468,0.48573914,0.18,0.12756935
1270,15891,15/9-F-11 B,3548.7,0.388,0.54615754,0.481,0.50072616,0.18,0.11933622
1271,15892,15/9-F-11 B,3548.8,0.388,0.55428547,0.487,0.50751597,0.18,0.115946636
1272,15893,15/9-F-11 B,3548.9,0.388,0.5378746,0.475,0.49358228,0.18,0.12093367
1273,15894,15/9-F-11 B,3549.0,0.387,0.52906954,0.472,0.49002525,0.181,0.12349141
1274,15895,15/9-F-11 B,3549.1,0.381,0.5096997,0.46,0.47742054,0.183,0.13095646
1275,15896,15/9-F-11 B,3549.2,0.378,0.48036712,0.443,0.45771912,0.185,0.14127076
1276,15897,15/9-F-11 B,3549.3,0.377,0.4772799,0.442,0.4569101,0.186,0.14266998
1277,15898,15/9-F-11 B,3549.4,0.373,0.46715868,0.437,0.45118105,0.187,0.14577867
1278,15899,15/9-F-11 B,3549.5,0.374,0.46128124,0.43,0.44365937,0.187,0.14752662
1279,15900,15/9-F-11 B,3549.6,0.366,0.42404073,0.408,0.41896006,0.19,0.16003627
1280,15901,15/9-F-11 B,3549.7,0.364,0.43280095,0.414,0.42635173,0.191,0.15684243
1281,15902,15/9-F-11 B,3549.8,0.361,0.4319323,0.415,0.42697486,0.192,0.1563552
1282,15903,15/9-F-11 B,3549.9,0.359,0.4243359,0.409,0.42027193,0.192,0.15868795
1283,15904,15/9-F-11 B,3550.0,0.355,0.42700255,0.412,0.42422256,0.193,0.15679461
1284,15905,15/9-F-11 B,3550.1,0.354,0.43427658,0.417,0.42995685,0.194,0.154546
1285,15906,15/9-F-11 B,3550.2,0.349,0.41301775,0.405,0.41640118,0.196,0.1618311
1286,15907,15/9-F-11 B,3550.3,0.35,0.4238621,0.413,0.4256217,0.197,0.15900594
1287,15908,15/9-F-11 B,3550.4,0.351,0.4283746,0.417,0.42985567,0.197,0.15821943
1288,15909,15/9-F-11 B,3550.5,0.352,0.43462136,0.421,0.43414876,0.196,0.15603723
1289,15910,15/9-F-11 B,3550.6,0.354,0.42926198,0.414,0.42586252,0.193,0.15702657
1290,15911,15/9-F-11 B,3550.7,0.359,0.45698398,0.431,0.44455507,0.193,0.14913937
1291,15912,15/9-F-11 B,3550.8,0.36,0.4609772,0.433,0.44741157,0.191,0.14787403
1292,15913,15/9-F-11 B,3550.9,0.358,0.46899766,0.439,0.45385227,0.191,0.1453692
1293,15914,15/9-F-11 B,3551.0,0.355,0.47112465,0.44,0.4547948,0.191,0.14417583
1294,15915,15/9-F-11 B,3551.1,0.354,0.47030908,0.438,0.45245373,0.191,0.14465645
1295,15916,15/9-F-11 B,3551.2,0.353,0.47357666,0.438,0.45318866,0.19,0.1434935
1296,15917,15/9-F-11 B,3551.3,0.356,0.4913231,0.449,0.46476656,0.187,0.13765931
1297,15918,15/9-F-11 B,3551.4,0.354,0.4925263,0.448,0.46403238,0.185,0.1371921
1298,15919,15/9-F-11 B,3551.5,0.356,0.49563348,0.445,0.45991853,0.183,0.13741052
1299,15920,15/9-F-11 B,3551.6,0.36,0.50101966,0.449,0.4644959,0.182,0.1349392
1300,15921,15/9-F-11 B,3551.7,0.359,0.5012194,0.447,0.46283212,0.182,0.1351721
1301,15922,15/9-F-11 B,3551.8,0.354,0.51423085,0.458,0.4753311,0.183,0.1301434
1302,15923,15/9-F-11 B,3551.9,0.349,0.50036895,0.452,0.46884885,0.185,0.1345792
1303,15924,15/9-F-11 B,3552.0,0.347,0.49799907,0.451,0.46685573,0.185,0.13580754
1304,15925,15/9-F-11 B,3552.1,0.34,0.49504387,0.451,0.46662435,0.186,0.13665125
1305,15926,15/9-F-11 B,3552.2,0.339,0.5036094,0.458,0.47510502,0.187,0.13399084
1306,15927,15/9-F-11 B,3552.3,0.336,0.468351,0.435,0.44977018,0.188,0.14627078
1307,15928,15/9-F-11 B,3552.4,0.337,0.480402,0.442,0.4575049,0.188,0.14238876
1308,15929,15/9-F-11 B,3552.5,0.338,0.47595847,0.437,0.45121452,0.188,0.14377871
1309,15930,15/9-F-11 B,3552.6,0.34,0.46895707,0.43,0.44366089,0.187,0.14582308
1310,15931,15/9-F-11 B,3552.7,0.336,0.46646523,0.427,0.44030878,0.188,0.14730044
1311,15932,15/9-F-11 B,3552.8,0.339,0.4709587,0.431,0.44502532,0.19,0.14597596
1312,15933,15/9-F-11 B,3552.9,0.335,0.4621268,0.426,0.43907845,0.191,0.14924274
1313,15934,15/9-F-11 B,3553.0,0.34,0.48465085,0.442,0.4568809,0.192,0.14194106
1314,15935,15/9-F-11 B,3553.1,0.346,0.5053479,0.454,0.47090146,0.193,0.1358942
1315,15936,15/9-F-11 B,3553.2,0.351,0.49759334,0.444,0.46002966,0.193,0.1402179
1316,15937,15/9-F-11 B,3553.3,0.364,0.50480443,0.448,0.46388566,0.192,0.13842803
1317,15938,15/9-F-11 B,3553.4,0.366,0.5141209,0.451,0.46658203,0.189,0.13577807
1318,15939,15/9-F-11 B,3553.5,0.374,0.5117426,0.443,0.45820233,0.188,0.13778785
1319,15940,15/9-F-11 B,3553.6,0.373,0.48796105,0.427,0.43965954,0.186,0.14588284
1320,15941,15/9-F-11 B,3553.7,0.376,0.49771166,0.433,0.4459866,0.185,0.14333874
1321,15942,15/9-F-11 B,3553.8,0.38,0.50282615,0.433,0.44630238,0.184,0.14261217
1322,15943,15/9-F-11 B,3553.9,0.389,0.51090604,0.437,0.45031282,0.182,0.1400663
1323,15944,15/9-F-11 B,3554.0,0.396,0.5346532,0.446,0.4605264,0.179,0.13302538
1324,15945,15/9-F-11 B,3554.1,0.401,0.55429274,0.454,0.46885678,0.173,0.1257253
1325,15946,15/9-F-11 B,3554.2,0.404,0.57271665,0.465,0.48068598,0.17,0.11954802
1326,15947,15/9-F-11 B,3554.3,0.495,0.57290596,0.468,0.48386964,0.134,0.11971092
1327,15948,15/9-F-11 B,3554.4,0.5,0.551968,0.457,0.47207925,0.132,0.12794758
1328,15949,15/9-F-11 B,3554.5,0.504,0.54773784,0.459,0.47463056,0.13,0.12976155
1329,15950,15/9-F-11 B,3554.6,0.517,0.53888935,0.452,0.46620616,0.127,0.13387536
1330,15951,15/9-F-11 B,3554.7,0.535,0.53172547,0.44,0.45263317,0.122,0.13713956
1331,15952,15/9-F-11 B,3554.8,0.547,0.5434578,0.441,0.45345587,0.118,0.13262218
1332,15953,15/9-F-11 B,3554.9,0.559,0.5738212,0.453,0.46700165,0.116,0.12261851
1333,15954,15/9-F-11 B,3555.0,0.562,0.5806539,0.454,0.4677969,0.117,0.11963071
1334,15955,15/9-F-11 B,3555.1,0.555,0.5753843,0.45,0.46312818,0.118,0.121391706
1335,15956,15/9-F-11 B,3555.2,0.561,0.58036524,0.452,0.46590477,0.117,0.11986597
1336,15957,15/9-F-11 B,3555.3,0.58,0.59922206,0.463,0.47764155,0.113,0.11456533
1337,15958,15/9-F-11 B,3555.4,0.613,0.61134666,0.468,0.48319265,0.107,0.11110295
1338,15959,15/9-F-11 B,3555.5,0.647,0.62082946,0.472,0.4863839,0.1,0.10857808
1339,15960,15/9-F-11 B,3555.6,0.67,0.6111117,0.458,0.47063985,0.096,0.11318075
1340,15961,15/9-F-11 B,3555.7,0.695,0.63242066,0.47,0.4841763,0.091,0.10633391
1341,15962,15/9-F-11 B,3555.8,0.73,0.6414651,0.47,0.48347148,0.088,0.1044161
1342,15963,15/9-F-11 B,3555.9,0.746,0.63979816,0.464,0.47640923,0.086,0.10617532
1343,15964,15/9-F-11 B,3556.0,0.741,0.633796,0.457,0.46890023,0.088,0.109106585
1344,15965,15/9-F-11 B,3556.1,0.716,0.6477773,0.47,0.48424634,0.094,0.104880296
1345,15966,15/9-F-11 B,3556.2,0.688,0.6481508,0.477,0.49223176,0.1,0.10522099
1346,15967,15/9-F-11 B,3556.3,0.663,0.6331091,0.469,0.48319218,0.104,0.110467926
1347,15968,15/9-F-11 B,3556.4,0.654,0.607917,0.447,0.45881042,0.106,0.119944215
1348,15969,15/9-F-11 B,3556.5,0.64,0.6154495,0.452,0.46443424,0.11,0.11717844
1349,15970,15/9-F-11 B,3556.6,0.624,0.6255641,0.46,0.47349873,0.115,0.11420739
1350,15971,15/9-F-11 B,3556.7,0.604,0.60373724,0.452,0.464788,0.122,0.122620285
1351,15972,15/9-F-11 B,3556.8,0.579,0.6224658,0.469,0.48493752,0.13,0.1163322
1352,15973,15/9-F-11 B,3556.9,0.563,0.64290726,0.486,0.50357497,0.137,0.10956791
1353,15974,15/9-F-11 B,3557.0,0.546,0.6203964,0.471,0.48689255,0.141,0.116791025
1354,15975,15/9-F-11 B,3557.1,0.543,0.6111351,0.461,0.4755204,0.144,0.12090063
1355,15976,15/9-F-11 B,3557.2,0.546,0.61437774,0.464,0.4789696,0.143,0.12071246
1356,15977,15/9-F-11 B,3557.3,0.557,0.6106088,0.465,0.48072174,0.142,0.12287697
1357,15978,15/9-F-11 B,3557.4,0.56,0.6041722,0.459,0.47431216,0.141,0.12524816
1358,15979,15/9-F-11 B,3557.5,0.573,0.6419052,0.485,0.50285244,0.139,0.1124386
1359,15980,15/9-F-11 B,3557.6,0.596,0.65754616,0.489,0.5074718,0.134,0.10827759
1360,15981,15/9-F-11 B,3557.7,0.631,0.66379297,0.483,0.5001071,0.126,0.1076919
1361,15982,15/9-F-11 B,3557.8,0.68,0.6605307,0.472,0.48670766,0.115,0.11005065
1362,15983,15/9-F-11 B,3557.9,0.736,0.67083675,0.469,0.48274025,0.104,0.10830539
1363,15984,15/9-F-11 B,3558.0,0.796,0.6837728,0.47,0.4829844,0.095,0.10448032
1364,15985,15/9-F-11 B,3558.1,0.849,0.6956944,0.477,0.4899436,0.086,0.100448005
1365,15986,15/9-F-11 B,3558.2,0.886,0.6787882,0.461,0.47248504,0.081,0.10684255
1366,15987,15/9-F-11 B,3558.3,0.915,0.7108103,0.49,0.50496745,0.078,0.0952443
1367,15988,15/9-F-11 B,3558.4,0.911,0.6978458,0.482,0.4965807,0.078,0.09930811
1368,15989,15/9-F-11 B,3558.5,0.913,0.70186305,0.492,0.50772697,0.077,0.09827195
1369,15990,15/9-F-11 B,3558.6,0.922,0.6903652,0.488,0.50296354,0.076,0.102237254
1370,15991,15/9-F-11 B,3558.7,0.947,0.6666931,0.471,0.48361298,0.073,0.11054275
1371,15992,15/9-F-11 B,3558.8,0.984,0.64070296,0.444,0.45300645,0.069,0.12226807
1372,15993,15/9-F-11 B,3558.9,1.0,0.6308072,0.434,0.44087616,0.064,0.126566
1373,15994,15/9-F-11 B,3559.0,1.0,0.62726986,0.42,0.42393765,0.056,0.13022885
1374,15995,15/9-F-11 B,3559.1,1.0,0.61785567,0.402,0.40361497,0.047,0.13666615
1375,15996,15/9-F-11 B,3559.2,1.0,0.6205007,0.398,0.3985629,0.035,0.13768283
1376,15997,15/9-F-11 B,3559.3,1.0,0.63853043,0.411,0.41249493,0.025,0.13169356
1377,15998,15/9-F-11 B,3559.4,1.0,0.6379168,0.401,0.40198424,0.02,0.13310497
1378,15999,15/9-F-11 B,3559.5,1.0,0.63387674,0.396,0.39629796,0.02,0.13376538
1379,16000,15/9-F-11 B,3559.6,1.0,0.6000601,0.371,0.36971912,0.026,0.14381307
1380,16001,15/9-F-11 B,3559.7,1.0,0.59490895,0.392,0.3937978,0.036,0.14113298
1381,16002,15/9-F-11 B,3559.8,1.0,0.62933177,0.441,0.44876054,0.048,0.12357343
1382,16003,15/9-F-11 B,3559.9,1.0,0.62749445,0.448,0.45738932,0.061,0.121351875
1383,16004,15/9-F-11 B,3560.0,0.872,0.61774945,0.448,0.45848754,0.077,0.12100745
1384,16005,15/9-F-11 B,3560.1,0.73,0.597452,0.445,0.4564369,0.095,0.12470685
1385,16006,15/9-F-11 B,3560.2,0.642,0.6056125,0.463,0.47715834,0.11,0.11913752
1386,16007,15/9-F-11 B,3560.3,0.587,0.60164976,0.472,0.48796853,0.12,0.11815725
1387,16008,15/9-F-11 B,3560.4,0.562,0.5892643,0.467,0.48303542,0.126,0.12065422
1388,16009,15/9-F-11 B,3560.5,0.545,0.59300125,0.474,0.4908783,0.129,0.117635414
1389,16010,15/9-F-11 B,3560.6,0.53,0.6079668,0.485,0.5038634,0.131,0.11088796
1390,16011,15/9-F-11 B,3560.7,0.518,0.6214424,0.5,0.52037275,0.133,0.10445525
1391,16012,15/9-F-11 B,3560.8,0.506,0.60691446,0.494,0.5137715,0.136,0.10839422
1392,16013,15/9-F-11 B,3560.9,0.5,0.59575343,0.492,0.51226914,0.138,0.11160442
1393,16014,15/9-F-11 B,3561.0,0.491,0.5970785,0.494,0.5140316,0.14,0.110705614
1394,16015,15/9-F-11 B,3561.1,0.491,0.60442567,0.5,0.52034175,0.139,0.10756616
1395,16016,15/9-F-11 B,3561.2,0.494,0.5905943,0.491,0.51049954,0.136,0.111328445
1396,16017,15/9-F-11 B,3561.3,0.504,0.56744534,0.471,0.48747572,0.132,0.11983256
1397,16018,15/9-F-11 B,3561.4,0.521,0.5672262,0.47,0.4866316,0.127,0.12021959
1398,16019,15/9-F-11 B,3561.5,0.538,0.58376247,0.479,0.49647865,0.123,0.11527945
1399,16020,15/9-F-11 B,3561.6,0.552,0.5951633,0.484,0.5014286,0.12,0.11249966
1400,16021,15/9-F-11 B,3561.7,0.561,0.59530014,0.478,0.49500975,0.118,0.113714635
1401,16022,15/9-F-11 B,3561.8,0.569,0.5864236,0.468,0.48386845,0.117,0.11650398
1402,16023,15/9-F-11 B,3561.9,0.572,0.57554424,0.463,0.4778528,0.117,0.121022835
1403,16024,15/9-F-11 B,3562.0,0.573,0.5466094,0.441,0.45289138,0.118,0.13229585
1404,16025,15/9-F-11 B,3562.1,0.571,0.5368815,0.433,0.44445708,0.119,0.13677298
